latent_ram_df_0,latent_ram_df_1,latent_ram_df_2,latent_ram_df_3,latent_ram_df_4,latent_ram_df_5,latent_ram_df_6,latent_ram_df_7,latent_ram_df_8,latent_ram_df_9,latent_ram_df_10,latent_ram_df_11,latent_ram_df_12,latent_ram_df_13,latent_ram_df_14,latent_ram_df_15,latent_ram_df_16,latent_ram_df_17,latent_ram_df_18,latent_ram_df_19,latent_ram_df_20,latent_ram_df_21,latent_ram_df_22,latent_ram_df_23,latent_ram_df_24,latent_ram_df_25,latent_ram_df_26,latent_ram_df_27,latent_ram_df_28,latent_ram_df_29,latent_ram_df_30,latent_ram_df_31
0.47765046,0.0,1.0316432,0.011619728,0.5854914,0.0,0.0,0.0,0.9208498,0.9528438,0.1390822,0.56916165,0.0,0.0,0.02379343,0.0,0.07139634,0.0,0.34056672,0.0,0.1370173,0.0,0.0,1.2894754,0.040812854,0.1046684,0.08925576,0.0,0.0,0.30499187,0.0,0.07348088
1.4991014,0.19553064,0.29983926,0.28578043,0.59385186,1.3083771,0.0,0.81587136,0.03529276,0.8170131,0.0,0.06529665,0.0,0.0,0.0,0.083276585,1.1150104,0.5004178,0.9331906,0.0,1.0792968,0.3215373,0.0,0.0,0.39387706,0.0,0.08606929,0.0,0.28527528,0.0,0.21777624,0.057550304
1.5127926,0.17316577,0.28186548,0.28614053,0.59742206,1.3053334,0.0,0.83983475,0.05216074,0.8116779,0.0,0.051261097,0.0,0.0,0.0,0.06877588,1.0962414,0.5137092,0.92280734,0.0,1.0694907,0.35380426,0.0,0.0,0.39073354,0.0,0.079041846,0.0,0.29015827,0.0,0.21038634,0.054864638
1.0111752,0.0,0.43705344,0.64439136,0.47884208,0.0,0.0,0.7171259,1.1379945,0.91336983,0.0,0.0,0.5061617,0.23136424,0.17774864,0.0,0.0,0.24413398,0.18762381,0.0,0.0,0.77304244,0.09958577,1.3545419,0.0,0.52919394,0.0,0.0,0.0,0.44091728,0.0,0.09845374
1.0111752,0.0,0.43705344,0.64439136,0.47884208,0.0,0.0,0.7171259,1.1379945,0.91336983,0.0,0.0,0.5061617,0.23136424,0.17774864,0.0,0.0,0.24413398,0.18762381,0.0,0.0,0.77304244,0.09958577,1.3545419,0.0,0.52919394,0.0,0.0,0.0,0.44091728,0.0,0.09845374
1.0139134,0.0,0.4334587,0.64446336,0.47955614,0.0,0.0,0.7219186,1.1413682,0.9123028,0.0,0.0,0.5094247,0.23437671,0.1807018,0.0,0.0,0.24679229,0.18554716,0.0,0.0,0.7794959,0.10238364,1.3570559,0.0,0.5304132,0.0,0.0,0.0,0.44367722,0.0,0.09791661
1.368538,0.0,0.0,0.3494602,0.45715278,0.5751685,0.0,0.7606189,1.0415376,0.46352047,0.0,0.0,1.0291767,0.0,0.0,0.0,0.0,0.90648353,0.5828546,0.0,0.38113236,1.1327268,0.18897435,0.9547454,0.08111805,0.0,0.0,0.0,0.0,0.5923017,0.0,0.0
1.3781219,0.0,0.0,0.34971228,0.45965195,0.57303786,0.0,0.7773933,1.0533452,0.45978582,0.0,0.0,1.0405971,0.0,0.0,0.0,0.0,0.9157876,0.5755864,0.0,0.374268,1.1553137,0.1987668,0.96354413,0.07891759,0.0,0.0,0.0,0.0,0.60196155,0.0,0.0
0.8859488,0.0,0.43724293,0.46044567,0.8150371,0.0,0.0,0.6469192,1.2804506,0.8254346,0.0,0.0,0.2588601,0.0,0.48652714,0.0,0.0,0.14475927,0.03796263,0.0,0.0,0.3917101,0.0,1.3609667,0.1273832,0.0,0.0,0.0,0.0,0.27961197,0.0,0.0
0.8967127,0.0,0.39651394,0.48414966,0.8293351,0.0,0.0,0.66642183,1.3215467,0.7870215,0.0,0.0,0.34481266,0.038026832,0.5573607,0.0,0.0,0.15767753,0.0,0.0,0.0,0.4820059,0.0,1.4554069,0.14119628,0.0,0.0,0.0,0.0,0.34556988,0.0,0.0
0.59337276,0.0,0.7688346,0.49889997,0.7613174,0.0,0.0,0.13618012,0.9747878,0.8720012,0.0,0.016669177,0.05438675,0.0,0.2876358,0.0,0.0,0.0,0.19980545,0.0,0.0,0.0,0.0,1.2588556,0.2266281,0.0,0.0,0.0,0.0,0.093261234,0.10980249,0.0
0.61390954,0.0,0.74187386,0.4994401,0.7666727,0.0,0.0,0.17212524,1.0000898,0.8639984,0.0,0.0,0.07885899,0.0,0.30978447,0.0,0.0,0.0,0.18423058,0.0,0.0,0.0,0.0,1.27771,0.22191283,0.0,0.0,0.0,0.0,0.113960855,0.09871765,0.0
1.2121663,0.0017781705,0.59810054,0.0,0.77529454,1.2111355,0.0,0.5598185,0.19868018,0.8604014,0.4220822,0.49440974,0.0,0.0,0.0,0.11067872,0.9842044,0.062806785,0.7996876,0.0,0.9770425,0.11884381,0.0,0.0,0.49068883,0.0,0.28227782,0.0,0.25940907,0.0,0.07685424,0.04870785
1.2121663,0.0017781705,0.59810054,0.0,0.77529454,1.2111355,0.0,0.5598185,0.19868018,0.8604014,0.4220822,0.49440974,0.0,0.0,0.0,0.11067872,0.9842044,0.062806785,0.7996876,0.0,0.9770425,0.11884381,0.0,0.0,0.49068883,0.0,0.28227782,0.0,0.25940907,0.0,0.07685424,0.04870785
1.6101019,0.0,0.06900111,0.3673982,0.6645337,1.090734,0.0,1.0103068,0.2676642,0.65968615,0.053361196,0.0,0.32586068,0.0,0.0,0.0,0.7356126,0.6146139,0.74899936,0.0,0.8590383,0.7964399,0.0,0.16599703,0.4239597,0.14986983,0.009728059,0.0,0.21035004,0.0041129366,0.103298105,0.0
1.681296,0.0,0.0,0.36927065,0.6830988,1.0749066,0.0,1.1349165,0.35537776,0.63194305,0.103560165,0.0,0.41069782,0.0,0.0,0.0,0.6380132,0.6837294,0.6950065,0.0,0.80804604,0.96422845,0.0,0.23135915,0.40761343,0.18157181,0.0,0.0,0.23574167,0.07587171,0.06487065,0.0
1.6101019,0.0,0.06900111,0.3673982,0.6645337,1.090734,0.0,1.0103068,0.2676642,0.65968615,0.053361196,0.0,0.32586068,0.0,0.0,0.0,0.7356126,0.6146139,0.74899936,0.0,0.8590383,0.7964399,0.0,0.16599703,0.4239597,0.14986983,0.009728059,0.0,0.21035004,0.0041129366,0.103298105,0.0
0.43718112,0.0,1.0588672,0.03328372,0.5860218,0.0,0.0,0.0,0.8979563,0.9353875,0.10801116,0.56438583,0.0,0.0,0.0375714,0.0,0.060667105,0.0,0.34166154,0.0,0.12547995,0.0,0.0,1.3342611,0.06588918,0.11984446,0.105576254,0.0,0.0,0.31763867,0.0,0.054914333
0.4700399,0.0,1.0157301,0.03414796,0.5945903,0.0,0.0,0.0,0.9384395,0.922583,0.13117993,0.5307005,0.0,0.0,0.07300922,0.0,0.015621223,0.0,0.31674173,0.0,0.10194506,0.009970559,0.0,1.3644283,0.058344755,0.13447616,0.088710375,0.0,0.0,0.3507581,0.0,0.048468746
0.47140902,0.0,1.0139327,0.03418396,0.5949473,0.0,0.0,0.0,0.94012624,0.9220494,0.13214529,0.52929693,0.0,0.0,0.07448581,0.0,0.013744302,0.0,0.31570342,0.0,0.10096444,0.013197256,0.0,1.3656852,0.0580304,0.1350858,0.08800761,0.0,0.0,0.35213807,0.0,0.048200198
0.4371811,0.0,1.0588672,0.033283737,0.58602184,0.0,0.0,0.0,0.89795625,0.93538743,0.10801116,0.56438583,0.0,0.0,0.037571386,0.0,0.060667045,0.0,0.34166154,0.0,0.12547995,0.0,0.0,1.3342612,0.065889224,0.11984446,0.105576284,0.0,0.0,0.31763867,0.0,0.054914363
0.4700399,0.0,1.0157301,0.034147944,0.59459037,0.0,0.0,0.0,0.9384394,0.9225829,0.13117993,0.5307005,0.0,0.0,0.07300924,0.0,0.015621193,0.0,0.31674176,0.0,0.10194504,0.009970574,0.0,1.3644284,0.058344793,0.13447616,0.088710375,0.0,0.0,0.3507581,0.0,0.048468746
0.47140902,0.0,1.0139327,0.03418396,0.5949473,0.0,0.0,0.0,0.94012624,0.9220494,0.13214529,0.52929693,0.0,0.0,0.07448581,0.0,0.013744302,0.0,0.31570342,0.0,0.10096444,0.013197256,0.0,1.3656852,0.0580304,0.1350858,0.08800761,0.0,0.0,0.35213807,0.0,0.048200198
1.0417515,0.0,0.34361428,0.6329469,0.48740804,0.0,0.0,0.65580946,1.1259062,0.7682222,0.0,0.0,0.7141626,0.19318037,0.14582212,0.0,0.0,0.34219575,0.23427321,0.0,0.00023019314,0.88381815,0.15389943,1.4120681,0.0,0.47389162,0.0,0.0,0.0,0.5441923,0.0,0.0014494136
1.0417515,0.0,0.34361428,0.6329469,0.48740804,0.0,0.0,0.65580946,1.1259062,0.7682222,0.0,0.0,0.7141626,0.19318037,0.14582212,0.0,0.0,0.34219575,0.23427321,0.0,0.00023019314,0.88381815,0.15389943,1.4120681,0.0,0.47389162,0.0,0.0,0.0,0.5441923,0.0,0.0014494136
1.0499662,0.0,0.33283,0.633163,0.48955017,0.0,0.0,0.67018753,1.136027,0.7650211,0.0,0.0,0.7239516,0.20221774,0.15468164,0.0,0.0,0.35017064,0.22804324,0.0,0.0,0.9031784,0.16229302,1.4196099,0.0,0.47754955,0.0,0.0,0.0,0.5524722,0.0,0.0
1.1001171,0.0,0.2669921,0.63448197,0.50262785,0.0,0.0,0.7579654,1.1978145,0.7454782,0.0,0.0,0.78371274,0.25739092,0.20876856,0.0,0.0,0.39885718,0.1900094,0.0,0.0,1.0213724,0.21353564,1.4656525,0.0,0.49988118,0.0,0.0,0.0,0.6030208,0.0,0.0
1.0417515,0.0,0.34361428,0.6329469,0.48740804,0.0,0.0,0.65580946,1.1259062,0.7682222,0.0,0.0,0.7141626,0.19318037,0.14582212,0.0,0.0,0.34219575,0.23427321,0.0,0.00023019314,0.88381815,0.15389943,1.4120681,0.0,0.47389162,0.0,0.0,0.0,0.5441923,0.0,0.0014494136
1.0417515,0.0,0.34361428,0.6329469,0.48740804,0.0,0.0,0.65580946,1.1259062,0.7682222,0.0,0.0,0.7141626,0.19318037,0.14582212,0.0,0.0,0.34219575,0.23427321,0.0,0.00023019314,0.88381815,0.15389943,1.4120681,0.0,0.47389162,0.0,0.0,0.0,0.5441923,0.0,0.0014494136
1.0499662,0.0,0.33283,0.633163,0.48955017,0.0,0.0,0.67018753,1.136027,0.7650211,0.0,0.0,0.7239516,0.20221774,0.15468164,0.0,0.0,0.35017064,0.22804324,0.0,0.0,0.9031784,0.16229302,1.4196099,0.0,0.47754955,0.0,0.0,0.0,0.5524722,0.0,0.0
0.62297404,0.0,0.5398074,0.034442376,0.55233485,0.0,0.15109153,0.54746956,1.3524628,0.78201956,0.0,0.0,0.40282238,0.0,0.78303385,0.0,0.021054842,0.37025073,0.25362912,0.0,0.10519162,0.20537505,0.15584713,1.5333531,0.030469526,0.051706053,0.0,0.0,0.0,0.21427944,0.2139312,0.0
0.78726816,0.0,0.32412198,0.038763475,0.5951774,0.0,0.19307385,0.83503026,1.5548786,0.717997,0.0,0.0,0.5986005,0.0,0.9602231,0.0,0.0,0.52974796,0.12903017,0.0,0.0,0.5925795,0.32371825,1.6841888,0.0,0.124864526,0.0,0.0,0.0,0.37987664,0.12525243,0.0
0.7886373,0.0,0.32232463,0.038799476,0.59553444,0.0,0.1934237,0.8374266,1.5565654,0.7174635,0.0,0.0,0.60023195,0.0,0.9616997,0.0,0.0,0.53107715,0.12799186,0.0,0.0,0.5958061,0.32511717,1.6854458,0.0,0.12547418,0.0,0.0,0.0,0.3812566,0.12451344,0.0
0.62297404,0.0,0.5398074,0.034442376,0.55233485,0.0,0.15109153,0.54746956,1.3524628,0.78201956,0.0,0.0,0.40282238,0.0,0.78303385,0.0,0.021054842,0.37025073,0.25362912,0.0,0.10519162,0.20537505,0.15584713,1.5333531,0.030469526,0.051706053,0.0,0.0,0.0,0.21427944,0.2139312,0.0
0.78726816,0.0,0.32412198,0.038763475,0.5951774,0.0,0.19307385,0.83503026,1.5548786,0.717997,0.0,0.0,0.5986005,0.0,0.9602231,0.0,0.0,0.52974796,0.12903017,0.0,0.0,0.5925795,0.32371825,1.6841888,0.0,0.124864526,0.0,0.0,0.0,0.37987664,0.12525243,0.0
0.7886373,0.0,0.32232463,0.038799476,0.59553444,0.0,0.1934237,0.8374266,1.5565654,0.7174635,0.0,0.0,0.60023195,0.0,0.9616997,0.0,0.0,0.53107715,0.12799186,0.0,0.0,0.5958061,0.32511717,1.6854458,0.0,0.12547418,0.0,0.0,0.0,0.3812566,0.12451344,0.0
1.0232866,0.0,0.0511034,0.0,0.55355936,0.5198509,0.39780092,0.781582,1.3882521,0.41246325,0.0,0.0,0.882743,0.0,0.40433222,0.0,0.0,1.0084517,0.5143014,0.0,0.3891762,0.6961239,0.3056975,1.2333277,0.21584241,0.0,0.0,0.0,0.0,0.3949496,0.1926899,0.0
1.0890043,0.0,0.0,0.0,0.5706964,0.505241,0.41459382,0.89660627,1.4692184,0.38685417,0.0,0.0,0.9610543,0.0,0.47520792,0.0,0.0,1.0722505,0.46446186,0.0,0.34210634,0.8510056,0.37284595,1.2936621,0.20075355,0.0,0.0,0.0,0.0,0.46118847,0.1572184,0.0
1.0944808,0.0,0.0,0.0,0.5721245,0.5040235,0.41599327,0.9061916,1.4759656,0.3847201,0.0,0.0,0.9675803,0.0,0.48111427,0.0,0.0,1.0775671,0.46030855,0.0,0.33818388,0.86391246,0.37844163,1.29869,0.19949614,0.0,0.0,0.0,0.0,0.4667084,0.15426242,0.0
1.1162355,0.0,0.073083885,0.0,0.60522145,0.89557654,0.10029349,0.5867573,0.92989016,0.0,0.16727762,0.0,0.5043279,0.0,0.06283237,0.0,0.0056696907,1.0269692,0.630658,0.0,0.3743543,0.6096013,0.16955426,0.6099549,0.0,0.0,0.24221745,0.0,0.0,0.24809304,0.0,0.0
1.284637,0.0,0.0,0.0,0.6491351,0.8581386,0.14332537,0.8815069,1.1373667,0.0,0.28601754,0.0,0.7050004,0.0,0.24445133,0.0,0.0,1.1904539,0.50294405,0.0,0.2537379,1.0064856,0.34162214,0.7645614,0.0,0.0,0.15577972,0.0,0.0,0.41783014,0.0,0.0
1.2887443,0.0,0.0,0.0,0.65020615,0.8572255,0.14437492,0.88869596,1.142427,0.0,0.2889136,0.0,0.7098949,0.0,0.24888109,0.0,0.0,1.1944413,0.49982908,0.0,0.25079605,1.0161657,0.3458189,0.76833236,0.0,0.0,0.1536715,0.0,0.0,0.42197004,0.0,0.0
0.8420412,1.0956478,0.29350692,0.104739085,0.47783887,2.3342135,0.0,0.102075085,0.0,0.54911584,0.64516956,0.7114209,0.012254298,0.0,0.0,0.55604064,1.2003977,0.0,0.50856835,0.42752308,1.249249,0.29902193,0.0,0.0,1.1113044,0.5916931,1.1978278,0.19772428,0.52937543,0.0,0.037098385,0.0
0.8420412,1.0956478,0.29350692,0.104739085,0.47783887,2.3342135,0.0,0.102075085,0.0,0.54911584,0.64516956,0.7114209,0.012254298,0.0,0.0,0.55604064,1.2003977,0.0,0.50856835,0.42752308,1.249249,0.29902193,0.0,0.0,1.1113044,0.5916931,1.1978278,0.19772428,0.52937543,0.0,0.037098385,0.0
0.8037058,1.1582694,0.3438335,0.10373081,0.4678423,2.342736,0.0,0.034977544,0.0,0.5640544,0.6181393,0.7507205,0.0,0.0,0.0,0.5966425,1.2529513,0.0,0.53764147,0.4700578,1.2767063,0.20867427,0.0,0.0,1.1201062,0.57462275,1.2175047,0.19706297,0.51570296,0.0,0.057790108,0.0
0.80986685,1.1482053,0.33574528,0.10389285,0.46944886,2.341366,0.0,0.045761097,0.0,0.5616536,0.62248343,0.7444045,0.0,0.0,0.0,0.5901172,1.2445052,0.0,0.532969,0.46322185,1.2722936,0.22319444,0.0,0.0,1.1186917,0.57736623,1.2143424,0.19716924,0.51790035,0.0,0.054464646,0.0
0.8201353,1.1314316,0.32226497,0.10416292,0.47212654,2.3390834,0.0,0.06373362,0.0,0.5576522,0.6297237,0.73387784,0.0,0.0,0.0,0.57924175,1.2304283,0.0,0.52518153,0.45182866,1.264939,0.2473947,0.0,0.0,1.116334,0.5819386,1.2090718,0.19734639,0.5215626,0.0,0.04892222,0.0
0.8201353,1.1314316,0.32226497,0.10416292,0.47212654,2.3390834,0.0,0.06373362,0.0,0.5576522,0.6297237,0.73387784,0.0,0.0,0.0,0.57924175,1.2304283,0.0,0.52518153,0.45182866,1.264939,0.2473947,0.0,0.0,1.116334,0.5819386,1.2090718,0.19734639,0.5215626,0.0,0.04892222,0.0
0.25410816,0.76848644,0.61061835,0.23696874,0.2514452,1.3585405,0.0,0.0,0.0,0.5497581,0.33695835,0.70969176,0.3861712,0.0,0.0,0.25421724,0.4721815,0.0,0.28379956,0.33589876,0.67456806,0.1297697,0.0,0.07535465,0.72733855,0.61136204,1.1293095,0.05910609,0.0,0.0,0.0,0.0
0.25821552,0.761777,0.6052262,0.23707674,0.25251627,1.3576274,0.0,0.0,0.0,0.5481575,0.33985445,0.7054811,0.39106563,0.0,0.0,0.24986704,0.46655077,0.0,0.2806846,0.3313415,0.6716262,0.13944982,0.0,0.07912548,0.7263955,0.613191,1.1272013,0.059176944,0.0,0.0,0.0,0.0
0.61685735,0.67897063,0.28153068,0.0,0.23124006,2.0208702,0.0,0.0,0.0,0.47421634,0.4744005,0.5606092,0.45370027,0.0,0.0,0.32551578,0.55642015,0.0,0.44211704,0.15499114,0.91310316,0.43566844,0.0,0.0,0.6985907,0.30460513,1.1642487,0.07715621,0.0952312,0.0,0.0,0.0
0.61685735,0.67897063,0.28153068,0.0,0.23124006,2.0208702,0.0,0.0,0.0,0.47421634,0.4744005,0.5606092,0.45370027,0.0,0.0,0.32551578,0.55642015,0.0,0.44211704,0.15499114,0.91310316,0.43566844,0.0,0.0,0.6985907,0.30460513,1.1642487,0.07715621,0.0952312,0.0,0.0,0.0
1.0411284,0.04596354,0.7375221,0.0,0.77243,1.0561935,0.0,0.26060823,0.08357099,0.8129799,0.28956053,0.5089602,0.0,0.0,0.0,0.14045642,0.9914502,0.0,0.82939124,0.0,0.958792,0.0,0.0,0.12087111,0.58552784,0.0,0.3507022,0.0,0.08389385,0.0,0.11460798,0.0
1.0726182,0.0,0.6961824,0.0,0.7806415,1.0491929,0.0,0.31572405,0.122367375,0.80070883,0.31176394,0.47667837,0.0,0.0,0.0,0.10710482,0.9482813,0.0,0.8055098,0.0,0.9362377,0.00325994,0.0,0.14978127,0.57829773,0.0,0.33453903,0.0,0.095124766,0.0,0.09761118,0.0
0.76118827,0.053128734,0.9752464,0.0,0.8040365,0.42054176,0.0,0.0047370233,0.09039532,0.8810539,0.214075,0.6087047,0.0,0.0,0.0,0.015099894,0.84307075,0.0,0.62953085,0.0,0.69204384,0.0,0.0,0.570434,0.58276296,0.1310967,0.2787081,0.0,0.0,0.0,0.09726191,0.0
0.85839564,0.0,0.84763265,0.0,0.82938504,0.39893126,0.0,0.17487706,0.21015804,0.8431739,0.28261593,0.5090522,0.0,0.0,0.0,0.0,0.70981,0.0,0.55580986,0.0,0.6224198,0.0020546447,0.0,0.6596784,0.560444,0.17438214,0.22881317,0.0,0.0,0.0,0.044793643,0.0
0.85839564,0.0,0.84763265,0.0,0.82938504,0.39893126,0.0,0.17487706,0.21015804,0.8431739,0.28261593,0.5090522,0.0,0.0,0.0,0.0,0.70981,0.0,0.55580986,0.0,0.6224198,0.0020546447,0.0,0.6596784,0.560444,0.17438214,0.22881317,0.0,0.0,0.0,0.044793643,0.0
0.36690032,0.0,1.2044303,0.043683898,0.5671022,0.0,0.0,0.0,0.8611273,1.0960071,0.13254789,0.7577336,0.0,0.0,0.026677161,0.0,0.19725424,0.0,0.3251236,0.0,0.13040696,0.0,0.0,1.240283,0.0,0.15746674,0.05619345,0.0,0.0,0.1743443,0.0,0.15970713
0.36690032,0.0,1.2044303,0.043683898,0.5671022,0.0,0.0,0.0,0.8611273,1.0960071,0.13254789,0.7577336,0.0,0.0,0.026677161,0.0,0.19725424,0.0,0.3251236,0.0,0.13040696,0.0,0.0,1.240283,0.0,0.15746674,0.05619345,0.0,0.0,0.1743443,0.0,0.15970713
0.36690032,0.0,1.2044303,0.043683898,0.5671022,0.0,0.0,0.0,0.8611273,1.0960071,0.13254789,0.7577336,0.0,0.0,0.026677161,0.0,0.19725424,0.0,0.3251236,0.0,0.13040696,0.0,0.0,1.240283,0.0,0.15746674,0.05619345,0.0,0.0,0.1743443,0.0,0.15970713
0.31226474,0.0,1.2482724,0.12614338,0.58755124,0.0,0.0,0.0,0.9288141,1.1458904,0.15979414,0.7891424,0.0,0.0,0.21393244,0.0,0.10389245,0.0,0.20367871,0.0,0.0,0.0,0.0,1.4195788,0.0,0.30648714,0.0,0.0,0.0,0.21548796,0.0,0.17792392
0.31911033,0.0,1.2392855,0.12632342,0.5893364,0.0,0.0,0.0,0.9372481,1.1432228,0.16462097,0.78212464,0.0,0.0,0.22131531,0.0,0.09450788,0.0,0.19848709,0.0,0.0,0.0,0.0,1.4258636,0.0,0.3095354,0.0,0.0,0.0,0.22238785,0.0,0.17658108
0.34517834,0.0,1.2050633,0.12700905,0.59613407,0.0,0.0,0.0,0.96936476,1.1330645,0.18300152,0.7554009,0.0,0.0,0.24942933,0.0,0.058771513,0.0,0.17871739,0.0,0.0,0.0,0.0,1.4497962,0.0,0.32114324,0.0,0.0,0.0,0.24866259,0.0,0.17146757
0.36690032,0.0,1.2044303,0.043683898,0.5671022,0.0,0.0,0.0,0.8611273,1.0960071,0.13254789,0.7577336,0.0,0.0,0.026677161,0.0,0.19725424,0.0,0.3251236,0.0,0.13040696,0.0,0.0,1.240283,0.0,0.15746674,0.05619345,0.0,0.0,0.1743443,0.0,0.15970713
0.36690032,0.0,1.2044303,0.043683898,0.5671022,0.0,0.0,0.0,0.8611273,1.0960071,0.13254789,0.7577336,0.0,0.0,0.026677161,0.0,0.19725424,0.0,0.3251236,0.0,0.13040696,0.0,0.0,1.240283,0.0,0.15746674,0.05619345,0.0,0.0,0.1743443,0.0,0.15970713
0.38949078,0.0,1.1747736,0.044278037,0.57299304,0.0,0.0,0.0,0.8889595,1.087204,0.14847642,0.73457485,0.0,0.0,0.05104068,0.0,0.16628516,0.0,0.30799124,0.0,0.114226714,0.0,0.0,1.2610229,0.0,0.16752604,0.04459814,0.0,0.0,0.19711393,0.0,0.15527576
0.39068562,0.0,1.1273034,0.03092615,0.57782316,0.0,0.0,0.0,0.8423174,0.95646715,0.071165174,0.61355925,0.0,0.0,0.0,0.0,0.13040796,0.0,0.3816949,0.0,0.16021673,0.0,0.0,1.2952541,0.076994866,0.0947193,0.124394394,0.0,0.0,0.27087453,0.0,0.06594754
0.39068562,0.0,1.1273034,0.03092615,0.57782316,0.0,0.0,0.0,0.8423174,0.95646715,0.071165174,0.61355925,0.0,0.0,0.0,0.0,0.13040796,0.0,0.3816949,0.0,0.16021673,0.0,0.0,1.2952541,0.076994866,0.0947193,0.124394394,0.0,0.0,0.27087453,0.0,0.06594754
0.41330191,0.0,1.1161199,0.009927284,0.5687114,0.0,0.0,0.0,0.8415702,0.9779193,0.093710035,0.6351288,0.0,0.0,0.0,0.0,0.15961117,0.0,0.38936797,0.0,0.18310648,0.0,0.0,1.2303982,0.055587385,0.07601466,0.12228481,0.0,0.0,0.24013296,0.0,0.08610351
0.41330191,0.0,1.1161199,0.009927284,0.5687114,0.0,0.0,0.0,0.8415702,0.9779193,0.093710035,0.6351288,0.0,0.0,0.0,0.0,0.15961117,0.0,0.38936797,0.0,0.18310648,0.0,0.0,1.2303982,0.055587385,0.07601466,0.12228481,0.0,0.0,0.24013296,0.0,0.08610351
0.6024468,0.0,0.9123724,0.0,0.5327753,0.39059937,0.0,0.0,0.71306986,0.76635927,0.02451891,0.44174522,0.0049550235,0.0,0.0,0.0,0.3013597,0.0,0.6888091,0.0,0.50307614,0.0,0.0,0.8473656,0.20935616,0.0,0.3163123,0.0,0.0,0.22733548,0.0,0.0
